			Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance				
Greenville Ave Northbound	00:35:00	Car	4012	100.00	8730.40	2.18	1749.18	0.44	4303.72	1.07			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4012	100.00	8743.20	2.18	1751.24	0.44	4310.73	1.07			Truck	2	N/A	12.80	6.40	2.06	1.03	7.01	3.50			
Greenville Ave Southbound	00:35:00	Car	2889	100.00	7320.50	2.53	1316.17	0.46	3770.66	1.31			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2889	100.00	7327.70	2.54	1316.89	0.46	3774.59	1.31			Truck	4	N/A	7.20	1.80	0.72	0.18	3.94	0.98			
IH 635 Eastbound	00:35:00	Car	3786	100.00	17302.61	4.57	3542.12	0.94	15709.18	4.15			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3786	100.00	17302.61	4.57	3542.12	0.94	15709.18	4.15			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	00:35:00	Car	2479	100.00	8416.70	3.40	493.29	0.20	9008.74	3.63			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2479	100.00	8416.70	3.40	493.29	0.20	9008.74	3.63			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	00:35:00	Car	675	100.00	2233.00	3.31	120.07	0.18	2432.81	3.60			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	675	100.00	2233.00	3.31	120.07	0.18	2432.81	3.60			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	00:35:00	Car	984	100.00	3526.70	3.58	223.58	0.23	3762.25	3.82			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	984	100.00	3526.70	3.58	223.58	0.23	3762.25	3.82			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	00:35:00	Car	10519	100.00	16347.12	1.55	4043.32	0.38	8361.19	0.79			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	10519	100.00	16375.22	1.56	4049.92	0.39	8376.22	0.80			Truck	11	N/A	28.10	2.55	6.60	0.60	15.03	1.37			
US 75 Frontage Rd Southbound	00:35:00	Car	10828	100.00	16791.51	1.55	3344.15	0.31	8914.80	0.82			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	10828	100.00	16837.61	1.56	3351.79	0.31	8941.22	0.83			Truck	13	N/A	46.10	3.55	7.64	0.59	26.42	2.03			
US 75 HOV Northbound	00:35:00	Car	80	100.00	457.60	5.72	11.49	0.14	459.73	5.75			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	80	100.00	457.60	5.72	11.49	0.14	459.73	5.75			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	00:35:00	Car	68	100.00	444.40	6.54	15.37	0.23	446.49	6.57			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	68	100.00	444.40	6.54	15.37	0.23	446.49	6.57			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	00:35:00	Car	5646	100.00	38933.41	6.90	9198.18	1.63	33219.00	5.88			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5646	100.00	38970.91	6.90	9200.71	1.63	33258.17	5.89			Truck	6	N/A	37.50	6.25	2.53	0.42	39.17	6.53			
US 75 Southbound	00:35:00	Car	5451	100.00	34225.02	6.28	3358.31	0.62	34785.73	6.38			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5451	100.00	34247.82	6.28	3360.05	0.62	34809.43	6.39			Truck	3	N/A	22.80	7.60	1.74	0.58	23.71	7.90			
Entire System	00:40:00	Car	60324	98.63	466709.12	7.74	92728.23	1.54	280562.22	4.65			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	839	1.37	9105.90	10.85	659.08	0.79	8858.22	10.56			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	61163	100.00	476396.94	7.79	93515.20	1.53	289730.97	4.74			Truck	12	N/A	581.90	48.49	127.89	10.66	310.44	25.87			
Greenville Ave Northbound	00:40:00	Car	4318	100.00	9829.10	2.28	2015.64	0.47	4821.34	1.12			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4318	100.00	9839.60	2.28	2017.37	0.47	4826.97	1.12			Truck	3	N/A	10.50	3.50	1.73	0.58	5.63	1.88			
Greenville Ave Southbound	00:40:00	Car	3055	100.00	7929.90	2.60	1455.76	0.48	4069.11	1.33			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3055	100.00	7937.00	2.60	1456.38	0.48	4073.04	1.33			Truck	3	N/A	7.10	2.37	0.62	0.21	3.94	1.31			
IH 635 Eastbound	00:40:00	Car	3925	100.00	17584.50	4.48	3547.26	0.90	16050.91	4.09			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3925	100.00	17584.50	4.48	3547.26	0.90	16050.91	4.09			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	00:40:00	Car	2720	100.00	9114.40	3.35	539.22	0.20	9764.78	3.59			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2720	100.00	9114.40	3.35	539.22	0.20	9764.78	3.59			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	00:40:00	Car	711	100.00	2254.70	3.17	122.35	0.17	2461.59	3.46			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	711	100.00	2254.70	3.17	122.35	0.17	2461.59	3.46			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	00:40:00	Car	1097	100.00	3926.60	3.58	247.56	0.23	4197.59	3.83			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1097	100.00	3926.60	3.58	247.56	0.23	4197.59	3.83			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	00:40:00	Car	11151	100.00	17231.61	1.55	4324.49	0.39	8777.89	0.79			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	11151	100.00	17260.01	1.55	4331.19	0.39	8793.06	0.79			Truck	12	N/A	28.40	2.37	6.70	0.56	15.18	1.26			
US 75 Frontage Rd Southbound	00:40:00	Car	11310	100.00	17456.40	1.54	3573.66	0.32	9231.13	0.82			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	11310	100.00	17500.30	1.55	3580.99	0.32	9256.26	0.82			Truck	14	N/A	43.90	3.14	7.33	0.52	25.12	1.79			
US 75 HOV Northbound	00:40:00	Car	92	100.00	559.60	6.08	14.59	0.16	564.31	6.13			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	92	100.00	559.60	6.08	14.59	0.16	564.31	6.13			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	00:40:00	Car	76	100.00	514.40	6.77	18.05	0.24	518.18	6.82			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	76	100.00	514.40	6.77	18.05	0.24	518.18	6.82			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	00:40:00	Car	6168	100.00	42390.21	6.87	10310.69	1.67	35849.88	5.81			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	6168	100.00	42435.71	6.88	10313.90	1.67	35897.07	5.82			Truck	6	N/A	45.50	7.58	3.21	0.53	47.18	7.86			
US 75 Southbound	00:40:00	Car	6011	100.00	36997.41	6.15	3627.59	0.60	37687.71	6.27			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	6011	100.00	37016.21	6.16	3628.99	0.60	37707.40	6.27			Truck	3	N/A	18.80	6.27	1.40	0.47	19.69	6.56			
Entire System	00:45:00	Car	62426	98.52	477811.41	7.65	95795.65	1.53	287112.12	4.60			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	938	1.48	9275.80	9.89	699.98	0.75	8998.57	9.59			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	63364	100.00	487685.47	7.70	96629.78	1.52	296431.94	4.68			Truck	11	N/A	598.20	54.38	134.15	12.20	321.20	29.20			
Greenville Ave Northbound	00:45:00	Car	4664	100.00	11215.60	2.40	2389.74	0.51	5466.58	1.17			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4664	100.00	11229.50	2.41	2393.19	0.51	5473.38	1.17			Truck	4	N/A	13.90	3.47	3.45	0.86	6.79	1.70			
Greenville Ave Southbound	00:45:00	Car	3136	100.00	8211.70	2.62	1531.26	0.49	4198.61	1.34			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3136	100.00	8221.30	2.62	1532.12	0.49	4204.18	1.34			Truck	4	N/A	9.60	2.40	0.85	0.21	5.57	1.39			
IH 635 Eastbound	00:45:00	Car	3990	100.00	18123.40	4.54	3850.19	0.96	16341.80	4.10			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3990	100.00	18123.40	4.54	3850.19	0.96	16341.80	4.10			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	00:45:00	Car	2823	100.00	9484.11	3.36	565.02	0.20	10151.41	3.60			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2823	100.00	9484.11	3.36	565.02	0.20	10151.41	3.60			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	00:45:00	Car	713	100.00	2331.10	3.27	128.41	0.18	2537.60	3.56			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	713	100.00	2331.10	3.27	128.41	0.18	2537.60	3.56			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	00:45:00	Car	1134	100.00	3975.50	3.51	253.56	0.22	4251.92	3.75			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1134	100.00	3975.50	3.51	253.56	0.22	4251.92	3.75			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	00:45:00	Car	11380	100.00	17725.31	1.56	4564.16	0.40	8949.49	0.79			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	11380	100.00	17754.31	1.56	4571.30	0.40	8964.87	0.79			Truck	14	N/A	29.00	2.07	7.14	0.51	15.39	1.10			
US 75 Frontage Rd Southbound	00:45:00	Car	11352	100.00	17509.71	1.54	3550.07	0.31	9290.27	0.82			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	11352	100.00	17544.52	1.55	3555.68	0.31	9310.08	0.82			Truck	11	N/A	34.80	3.16	5.60	0.51	19.81	1.80			
US 75 HOV Northbound	00:45:00	Car	100	100.00	621.20	6.21	15.49	0.15	629.66	6.30			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	100	100.00	621.20	6.21	15.49	0.15	629.66	6.30			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	00:45:00	Car	84	100.00	530.20	6.31	18.53	0.22	535.82	6.38			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	84	100.00	530.20	6.31	18.53	0.22	535.82	6.38			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	00:45:00	Car	6402	100.00	43240.82	6.75	10247.93	1.60	36896.33	5.76			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	6402	100.00	43292.02	6.76	10251.47	1.60	36949.50	5.77			Truck	5	N/A	51.20	10.24	3.54	0.71	53.17	10.63			
US 75 Southbound	00:45:00	Car	6173	100.00	37728.32	6.11	3712.29	0.60	38429.70	6.23			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	6173	100.00	37748.62	6.12	3713.88	0.60	38450.81	6.23			Truck	2	N/A	20.30	10.15	1.59	0.79	21.10	10.55			
Entire System	00:50:00	Car	62920	98.45	481949.25	7.66	96809.37	1.54	289315.91	4.60			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	993	1.55	9276.60	9.34	694.17	0.70	9003.51	9.07			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	63913	100.00	491841.41	7.70	97641.05	1.53	298652.28	4.67			Truck	15	N/A	615.50	41.03	137.51	9.17	332.66	22.18			
Greenville Ave Northbound	00:50:00	Car	4668	100.00	12182.80	2.61	2708.09	0.58	5898.51	1.26			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4668	100.00	12199.00	2.61	2712.12	0.58	5906.27	1.27			Truck	5	N/A	16.20	3.24	4.02	0.80	7.76	1.55			
Greenville Ave Southbound	00:50:00	Car	3179	100.00	8197.09	2.58	1513.96	0.48	4206.72	1.32			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3179	100.00	8214.49	2.58	1516.09	0.48	4216.03	1.33			Truck	7	N/A	17.40	2.49	2.13	0.30	9.30	1.33			
IH 635 Eastbound	00:50:00	Car	4002	100.00	18401.91	4.60	4020.58	1.00	16462.36	4.11			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4002	100.00	18401.91	4.60	4020.58	1.00	16462.36	4.11			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	00:50:00	Car	2882	100.00	9638.11	3.34	578.16	0.20	10336.17	3.59			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2882	100.00	9638.11	3.34	578.16	0.20	10336.17	3.59			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
