			Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance				
US 75 HOV Northbound	00:30:00	Car	52	100.00	253.00	4.87	5.53	0.11	255.02	4.90			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	52	100.00	253.00	4.87	5.53	0.11	255.02	4.90			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	00:30:00	Car	54	100.00	331.20	6.13	10.94	0.20	332.65	6.16			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	54	100.00	331.20	6.13	10.94	0.20	332.65	6.16			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	00:30:00	Car	5170	100.00	32193.21	6.23	5274.96	1.02	30178.09	5.84			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5170	100.00	32221.41	6.23	5276.91	1.02	30207.53	5.84			Truck	5	N/A	28.20	5.64	1.95	0.39	29.43	5.89			
US 75 Southbound	00:30:00	Car	4643	100.00	27775.22	5.98	2348.36	0.51	28784.09	6.20			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4643	100.00	27795.02	5.99	2349.37	0.51	28805.35	6.20			Truck	4	N/A	19.80	4.95	1.01	0.25	21.26	5.32			
Entire System	00:35:00	Car	56382	98.75	448740.50	7.96	91358.16	1.62	267065.91	4.74			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	716	1.25	7946.90	11.10	517.06	0.72	7787.38	10.88			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	57098	100.00	457252.66	8.01	92002.52	1.61	275153.09	4.82			Truck	6	N/A	565.40	94.23	127.31	21.22	299.72	49.95			
Greenville Ave Northbound	00:35:00	Car	4119	100.00	8876.30	2.15	1801.39	0.44	4357.73	1.06			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4119	100.00	8889.10	2.16	1803.35	0.44	4364.74	1.06			Truck	3	N/A	12.80	4.27	1.96	0.65	7.01	2.34			
Greenville Ave Southbound	00:35:00	Car	2877	100.00	7283.10	2.53	1344.77	0.47	3729.78	1.30			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2877	100.00	7290.80	2.53	1345.93	0.47	3733.71	1.30			Truck	5	N/A	7.70	1.54	1.17	0.23	3.94	0.79			
IH 635 Eastbound	00:35:00	Car	3770	100.00	18145.12	4.81	4105.52	1.09	16030.06	4.25			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3770	100.00	18145.12	4.81	4105.52	1.09	16030.06	4.25			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	00:35:00	Car	2390	100.00	8151.60	3.41	470.37	0.20	8731.57	3.65			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2390	100.00	8151.60	3.41	470.37	0.20	8731.57	3.65			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	00:35:00	Car	702	100.00	2305.70	3.28	123.50	0.18	2509.95	3.58			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	702	100.00	2305.70	3.28	123.50	0.18	2509.95	3.58			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	00:35:00	Car	963	100.00	3470.10	3.60	218.33	0.23	3703.26	3.85			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	963	100.00	3470.10	3.60	218.33	0.23	3703.26	3.85			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	00:35:00	Car	10964	100.00	20244.38	1.85	7874.87	0.72	8392.71	0.77			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	10964	100.00	20271.69	1.85	7883.43	0.72	8405.77	0.77			Truck	12	N/A	27.30	2.27	8.55	0.71	13.05	1.09			
US 75 Frontage Rd Southbound	00:35:00	Car	10878	100.00	17683.01	1.63	3784.11	0.35	9222.78	0.85			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	10878	100.00	17730.71	1.63	3791.86	0.35	9250.29	0.85			Truck	13	N/A	47.70	3.67	7.75	0.60	27.51	2.12			
US 75 HOV Northbound	00:35:00	Car	62	100.00	393.60	6.35	9.36	0.15	395.17	6.37			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	62	100.00	393.60	6.35	9.36	0.15	395.17	6.37			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	00:35:00	Car	58	100.00	400.00	6.90	13.54	0.23	400.78	6.91			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	58	100.00	400.00	6.90	13.54	0.23	400.78	6.91			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	00:35:00	Car	6046	100.00	38435.25	6.36	6993.74	1.16	35207.07	5.82			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	6046	100.00	38471.85	6.36	6996.17	1.16	35245.50	5.83			Truck	7	N/A	36.60	5.23	2.43	0.35	38.43	5.49			
US 75 Southbound	00:35:00	Car	5452	100.00	33420.52	6.13	2933.57	0.54	34499.10	6.33			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5452	100.00	33443.12	6.13	2934.64	0.54	34523.36	6.33			Truck	4	N/A	22.60	5.65	1.07	0.27	24.26	6.07			
Entire System	00:40:00	Car	60953	98.65	477832.88	7.84	99909.48	1.64	283615.88	4.65			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	833	1.35	8808.70	10.57	637.43	0.77	8563.80	10.28			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	61786	100.00	487229.16	7.89	100678.39	1.63	292492.88	4.73			Truck	8	N/A	587.60	73.45	131.47	16.43	313.22	39.15			
Greenville Ave Northbound	00:40:00	Car	4320	100.00	9693.50	2.24	1975.61	0.46	4779.94	1.11			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4320	100.00	9704.00	2.25	1977.26	0.46	4785.61	1.11			Truck	4	N/A	10.50	2.62	1.65	0.41	5.67	1.42			
Greenville Ave Southbound	00:40:00	Car	3104	100.00	7936.50	2.56	1500.87	0.48	4045.54	1.30			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3104	100.00	7944.10	2.56	1501.93	0.48	4049.47	1.30			Truck	4	N/A	7.60	1.90	1.07	0.27	3.94	0.98			
IH 635 Eastbound	00:40:00	Car	3938	100.00	19054.51	4.84	4573.08	1.16	16570.31	4.21			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3938	100.00	19054.51	4.84	4573.08	1.16	16570.31	4.21			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	00:40:00	Car	2668	100.00	8825.91	3.31	520.97	0.20	9456.92	3.54			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2668	100.00	8825.91	3.31	520.97	0.20	9456.92	3.54			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	00:40:00	Car	718	100.00	2317.90	3.23	124.82	0.17	2524.90	3.52			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	718	100.00	2317.90	3.23	124.82	0.17	2524.90	3.52			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	00:40:00	Car	1079	100.00	3912.00	3.63	249.34	0.23	4178.33	3.87			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1079	100.00	3912.00	3.63	249.34	0.23	4178.33	3.87			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	00:40:00	Car	11487	100.00	20610.60	1.79	7830.43	0.68	8685.49	0.76			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	11487	100.00	20640.00	1.80	7839.29	0.68	8699.75	0.76			Truck	15	N/A	29.40	1.96	8.86	0.59	14.25	0.95			
US 75 Frontage Rd Southbound	00:40:00	Car	11341	100.00	18588.02	1.64	4266.73	0.38	9515.65	0.84			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	11341	100.00	18633.63	1.64	4274.20	0.38	9541.87	0.84			Truck	13	N/A	45.60	3.51	7.47	0.57	26.21	2.02			
US 75 HOV Northbound	00:40:00	Car	70	100.00	483.00	6.90	11.01	0.16	485.35	6.93			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	70	100.00	483.00	6.90	11.01	0.16	485.35	6.93			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	00:40:00	Car	68	100.00	447.80	6.59	15.28	0.22	449.89	6.62			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	68	100.00	447.80	6.59	15.28	0.22	449.89	6.62			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	00:40:00	Car	6533	100.00	42183.25	6.46	8502.59	1.30	37677.66	5.77			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	6533	100.00	42229.45	6.46	8505.70	1.30	37726.08	5.77			Truck	7	N/A	46.20	6.60	3.11	0.44	48.43	6.92			
US 75 Southbound	00:40:00	Car	5967	100.00	36445.41	6.11	3339.51	0.56	37451.96	6.28			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5967	100.00	36465.01	6.11	3340.88	0.56	37472.55	6.28			Truck	3	N/A	19.60	6.53	1.37	0.46	20.59	6.86			
Entire System	00:45:00	Car	62983	98.51	489547.81	7.77	103421.48	1.64	289928.56	4.60			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	951	1.49	9056.00	9.52	682.58	0.72	8778.88	9.23			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	63934	100.00	499209.25	7.81	104240.77	1.63	299033.19	4.68			Truck	9	N/A	605.20	67.24	136.70	15.19	325.91	36.21			
Greenville Ave Northbound	00:45:00	Car	4498	100.00	10420.10	2.32	2166.19	0.48	5130.93	1.14			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4498	100.00	10437.30	2.32	2170.52	0.48	5139.24	1.14			Truck	4	N/A	17.20	4.30	4.32	1.08	8.31	2.08			
Greenville Ave Southbound	00:45:00	Car	3212	100.00	8236.90	2.56	1552.85	0.48	4212.98	1.31			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3212	100.00	8247.00	2.57	1554.13	0.48	4218.60	1.31			Truck	4	N/A	10.10	2.53	1.28	0.32	5.62	1.41			
IH 635 Eastbound	00:45:00	Car	3974	100.00	19273.91	4.85	4893.69	1.23	16464.88	4.14			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3974	100.00	19273.91	4.85	4893.69	1.23	16464.88	4.14			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	00:45:00	Car	2777	100.00	9164.80	3.30	541.41	0.19	9824.43	3.54			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2777	100.00	9164.80	3.30	541.41	0.19	9824.43	3.54			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	00:45:00	Car	730	100.00	2368.00	3.24	127.81	0.18	2583.33	3.54			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	730	100.00	2368.00	3.24	127.81	0.18	2583.33	3.54			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	00:45:00	Car	1136	100.00	4034.00	3.55	263.73	0.23	4311.58	3.80			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1136	100.00	4034.00	3.55	263.73	0.23	4311.58	3.80			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	00:45:00	Car	11627	100.00	19975.80	1.72	7091.82	0.61	8759.05	0.75			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	11627	100.00	20003.81	1.72	7099.98	0.61	8772.94	0.75			Truck	16	N/A	28.00	1.75	8.17	0.51	13.90	0.87			
US 75 Frontage Rd Southbound	00:45:00	Car	11555	100.00	18950.21	1.64	4500.15	0.39	9621.01	0.83			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	11555	100.00	18986.81	1.64	4506.01	0.39	9641.92	0.83			Truck	11	N/A	36.60	3.33	5.86	0.53	20.91	1.90			
US 75 HOV Northbound	00:45:00	Car	78	100.00	531.60	6.82	12.27	0.16	534.21	6.85			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	78	100.00	531.60	6.82	12.27	0.16	534.21	6.85			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	00:45:00	Car	74	100.00	472.00	6.38	16.41	0.22	478.55	6.47			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	74	100.00	472.00	6.38	16.41	0.22	478.55	6.47			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	00:45:00	Car	6665	100.00	44293.83	6.65	9887.60	1.48	38493.69	5.78			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	6665	100.00	44348.03	6.65	9891.23	1.48	38550.21	5.78			Truck	7	N/A	54.20	7.74	3.63	0.52	56.52	8.07			
US 75 Southbound	00:45:00	Car	6121	100.00	37375.72	6.11	3594.32	0.59	38176.94	6.24			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	6121	100.00	37396.32	6.11	3595.93	0.59	38198.13	6.24			Truck	1	N/A	20.60	20.60	1.61	1.61	21.19	21.19			
Entire System	00:50:00	Car	63928	98.48	492875.75	7.71	104707.54	1.64	291265.16	4.56			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	986	1.52	9091.50	9.22	708.27	0.72	8789.95	8.91			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	64914	100.00	502589.94	7.74	105557.14	1.63	300391.88	4.63			Truck	20	N/A	622.90	31.14	141.34	7.07	336.73	16.84			
Greenville Ave Northbound	00:50:00	Car	4574	100.00	10900.70	2.38	2286.78	0.50	5366.72	1.17			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4574	100.00	10920.70	2.39	2291.83	0.50	5376.21	1.18			Truck	6	N/A	20.00	3.33	5.05	0.84	9.49	1.58			
Greenville Ave Southbound	00:50:00	Car	3265	100.00	8266.40	2.53	1563.41	0.48	4223.89	1.29			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3265	100.00	8284.50	2.54	1566.10	0.48	4233.23	1.30			Truck	7	N/A	18.10	2.59	2.69	0.38	9.34	1.33			
IH 635 Eastbound	00:50:00	Car	4033	100.00	19213.80	4.76	4879.48	1.21	16414.27	4.07			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4033	100.00	19213.80	4.76	4879.48	1.21	16414.27	4.07			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	00:50:00	Car	2808	100.00	9326.10	3.32	556.95	0.20	9988.64	3.56			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2808	100.00	9326.10	3.32	556.95	0.20	9988.64	3.56			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
