			Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance				
US 75 HOV Northbound	00:30:00	Car	50	100.00	257.20	5.14	6.25	0.13	257.94	5.16			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	50	100.00	257.20	5.14	6.25	0.13	257.94	5.16			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	00:30:00	Car	74	100.00	514.00	6.95	14.26	0.19	515.28	6.96			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	74	100.00	514.00	6.95	14.26	0.19	515.28	6.96			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	00:30:00	Car	5070	100.00	29877.62	5.89	3300.83	0.65	30102.21	5.94			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5070	100.00	29906.82	5.90	3302.68	0.65	30133.22	5.94			Truck	4	N/A	29.20	7.30	1.85	0.46	31.01	7.75			
US 75 Southbound	00:30:00	Car	4482	100.00	27384.21	6.11	2471.32	0.55	28134.34	6.28			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4482	100.00	27403.91	6.11	2472.31	0.55	28155.62	6.28			Truck	4	N/A	19.70	4.93	0.99	0.25	21.28	5.32			
Entire System	00:35:00	Car	53317	98.80	418948.09	7.86	77924.77	1.46	256300.27	4.81			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	650	1.20	7247.20	11.15	499.85	0.77	7080.67	10.89			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	53967	100.00	426751.25	7.91	78549.77	1.46	263676.59	4.89			Truck	6	N/A	556.10	92.68	125.16	20.86	295.50	49.25			
Greenville Ave Northbound	00:35:00	Car	3834	100.00	7819.90	2.04	1510.76	0.39	3884.52	1.01			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3834	100.00	7832.90	2.04	1512.56	0.39	3891.73	1.02			Truck	3	N/A	13.00	4.33	1.80	0.60	7.21	2.40			
Greenville Ave Southbound	00:35:00	Car	2733	100.00	6649.40	2.43	1181.87	0.43	3452.90	1.26			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2733	100.00	6657.10	2.44	1183.04	0.43	3456.84	1.26			Truck	5	N/A	7.70	1.54	1.17	0.23	3.94	0.79			
IH 635 Eastbound	00:35:00	Car	3556	100.00	15706.90	4.42	2530.33	0.71	15058.12	4.23			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3556	100.00	15706.90	4.42	2530.33	0.71	15058.12	4.23			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	00:35:00	Car	2275	100.00	7638.90	3.36	447.74	0.20	8171.87	3.59			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2275	100.00	7638.90	3.36	447.74	0.20	8171.87	3.59			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	00:35:00	Car	677	100.00	2225.10	3.29	121.01	0.18	2419.47	3.57			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	677	100.00	2225.10	3.29	121.01	0.18	2419.47	3.57			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	00:35:00	Car	880	100.00	3185.10	3.62	203.28	0.23	3395.70	3.86			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	880	100.00	3185.10	3.62	203.28	0.23	3395.70	3.86			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	00:35:00	Car	10654	100.00	19425.51	1.82	7224.34	0.68	8291.50	0.78			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	10654	100.00	19456.31	1.83	7235.73	0.68	8305.07	0.78			Truck	12	N/A	30.80	2.57	11.40	0.95	13.57	1.13			
US 75 Frontage Rd Southbound	00:35:00	Car	10546	100.00	17180.30	1.63	3767.67	0.36	8906.61	0.84			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	10546	100.00	17225.81	1.63	3775.34	0.36	8932.81	0.85			Truck	14	N/A	45.50	3.25	7.67	0.55	26.20	1.87			
US 75 HOV Northbound	00:35:00	Car	76	100.00	421.20	5.54	9.81	0.13	423.28	5.57			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	76	100.00	421.20	5.54	9.81	0.13	423.28	5.57			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	00:35:00	Car	100	100.00	618.60	6.19	16.62	0.17	621.09	6.21			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	100	100.00	618.60	6.19	16.62	0.17	621.09	6.21			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	00:35:00	Car	5894	100.00	35317.63	5.99	3894.54	0.66	35532.89	6.03			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5894	100.00	35350.93	6.00	3896.68	0.66	35568.27	6.03			Truck	5	N/A	33.30	6.66	2.14	0.43	35.38	7.08			
US 75 Southbound	00:35:00	Car	5260	100.00	32886.81	6.25	3030.91	0.58	33704.45	6.41			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5260	100.00	32909.31	6.26	3032.55	0.58	33728.14	6.41			Truck	4	N/A	22.50	5.62	1.65	0.41	23.69	5.92			
Entire System	00:40:00	Car	57595	98.67	444397.69	7.72	84359.38	1.46	271976.53	4.72			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	777	1.33	8202.50	10.56	604.42	0.78	7972.14	10.26			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	58372	100.00	453173.72	7.76	85092.09	1.46	280254.72	4.80			Truck	10	N/A	573.70	57.37	128.29	12.83	306.06	30.61			
Greenville Ave Northbound	00:40:00	Car	3955	100.00	8467.50	2.14	1667.26	0.42	4207.39	1.06			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3955	100.00	8478.30	2.14	1668.83	0.42	4213.26	1.07			Truck	4	N/A	10.80	2.70	1.58	0.39	5.86	1.47			
Greenville Ave Southbound	00:40:00	Car	2911	100.00	7192.10	2.47	1302.10	0.45	3722.41	1.28			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2911	100.00	7199.70	2.47	1303.16	0.45	3726.35	1.28			Truck	4	N/A	7.60	1.90	1.07	0.27	3.94	0.98			
IH 635 Eastbound	00:40:00	Car	3706	100.00	16274.40	4.39	2766.44	0.75	15462.20	4.17			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3706	100.00	16274.40	4.39	2766.44	0.75	15462.19	4.17			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	00:40:00	Car	2530	100.00	8316.71	3.29	495.80	0.20	8906.15	3.52			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2530	100.00	8316.71	3.29	495.80	0.20	8906.15	3.52			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	00:40:00	Car	717	100.00	2265.40	3.16	123.41	0.17	2468.15	3.44			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	717	100.00	2265.40	3.16	123.41	0.17	2468.15	3.44			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	00:40:00	Car	985	100.00	3475.80	3.53	222.79	0.23	3712.43	3.77			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	985	100.00	3475.80	3.53	222.79	0.23	3712.43	3.77			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	00:40:00	Car	11213	100.00	20049.62	1.79	7408.25	0.66	8592.26	0.77			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	11213	100.00	20081.22	1.79	7420.21	0.66	8605.98	0.77			Truck	14	N/A	31.60	2.26	11.96	0.85	13.72	0.98			
US 75 Frontage Rd Southbound	00:40:00	Car	11102	100.00	18192.30	1.64	4116.18	0.37	9369.40	0.84			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	11102	100.00	18235.70	1.64	4123.57	0.37	9394.31	0.85			Truck	15	N/A	43.40	2.89	7.39	0.49	24.91	1.66			
US 75 HOV Northbound	00:40:00	Car	84	100.00	573.60	6.83	13.62	0.16	578.85	6.89			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	84	100.00	573.60	6.83	13.62	0.16	578.85	6.89			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	00:40:00	Car	106	100.00	712.80	6.72	19.71	0.19	715.51	6.75			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	106	100.00	712.80	6.72	19.71	0.19	715.51	6.75			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	00:40:00	Car	6383	100.00	37807.33	5.92	4258.77	0.67	37895.02	5.94			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	6383	100.00	37849.13	5.93	4261.60	0.67	37939.14	5.94			Truck	6	N/A	41.80	6.97	2.82	0.47	44.12	7.35			
US 75 Southbound	00:40:00	Car	5798	100.00	35978.49	6.21	3429.86	0.59	36751.84	6.34			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5798	100.00	35997.19	6.21	3431.15	0.59	36771.59	6.34			Truck	3	N/A	18.70	6.23	1.29	0.43	19.75	6.58			
Entire System	00:45:00	Car	59574	98.56	453847.16	7.62	86927.59	1.46	277383.81	4.66			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	869	1.44	8594.80	9.89	640.81	0.74	8343.79	9.60			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	60443	100.00	463035.66	7.66	87702.50	1.45	286049.12	4.73			Truck	15	N/A	593.80	39.59	134.10	8.94	321.57	21.44			
Greenville Ave Northbound	00:45:00	Car	4107	100.00	9130.20	2.22	1838.29	0.45	4529.41	1.10			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4107	100.00	9147.50	2.23	1842.69	0.45	4537.70	1.10			Truck	4	N/A	17.30	4.32	4.40	1.10	8.29	2.07			
Greenville Ave Southbound	00:45:00	Car	3026	100.00	7594.90	2.51	1401.70	0.46	3911.63	1.29			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3026	100.00	7605.00	2.51	1402.88	0.46	3917.28	1.29			Truck	5	N/A	10.10	2.02	1.18	0.24	5.65	1.13			
IH 635 Eastbound	00:45:00	Car	3726	100.00	16507.30	4.43	2951.84	0.79	15519.23	4.17			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3726	100.00	16507.30	4.43	2951.84	0.79	15519.22	4.17			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	00:45:00	Car	2655	100.00	8487.70	3.20	513.78	0.19	9092.27	3.42			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2655	100.00	8487.70	3.20	513.78	0.19	9092.27	3.42			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	00:45:00	Car	721	100.00	2223.80	3.08	121.44	0.17	2423.12	3.36			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	721	100.00	2223.80	3.08	121.44	0.17	2423.12	3.36			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	00:45:00	Car	1018	100.00	3603.30	3.54	233.30	0.23	3848.29	3.78			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1018	100.00	3603.30	3.54	233.30	0.23	3848.29	3.78			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	00:45:00	Car	11338	100.00	19668.21	1.73	7025.23	0.62	8593.29	0.76			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	11338	100.00	19698.51	1.74	7036.53	0.62	8606.73	0.76			Truck	14	N/A	30.30	2.16	11.30	0.81	13.44	0.96			
US 75 Frontage Rd Southbound	00:45:00	Car	11395	100.00	18487.60	1.62	4164.82	0.37	9547.42	0.84			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	11395	100.00	18521.90	1.63	4170.54	0.37	9567.06	0.84			Truck	12	N/A	34.30	2.86	5.73	0.48	19.64	1.64			
US 75 HOV Northbound	00:45:00	Car	108	100.00	653.40	6.05	13.89	0.13	657.24	6.09			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	108	100.00	653.40	6.05	13.89	0.13	657.24	6.09			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	00:45:00	Car	106	100.00	714.40	6.74	19.94	0.19	723.13	6.82			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	106	100.00	714.40	6.74	19.94	0.19	723.13	6.82			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	00:45:00	Car	6493	100.00	38523.01	5.93	4350.67	0.67	38576.86	5.94			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	6493	100.00	38574.51	5.94	4354.41	0.67	38630.54	5.95			Truck	6	N/A	51.50	8.58	3.75	0.62	53.67	8.95			
US 75 Southbound	00:45:00	Car	5981	100.00	36974.18	6.18	3669.40	0.61	37602.07	6.29			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5981	100.00	36994.59	6.19	3670.86	0.61	37623.32	6.29			Truck	3	N/A	20.40	6.80	1.47	0.49	21.25	7.08			
Entire System	00:50:00	Car	60134	98.49	455860.69	7.58	87355.20	1.45	278661.31	4.63			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	919	1.51	8810.50	9.59	680.05	0.74	8527.90	9.28			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	61053	100.00	465283.78	7.62	88179.22	1.44	287518.53	4.71			Truck	17	N/A	612.60	36.04	143.98	8.47	329.37	19.37			
Greenville Ave Northbound	00:50:00	Car	4175	100.00	9195.30	2.20	1862.69	0.45	4567.52	1.09			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4175	100.00	9215.70	2.21	1868.08	0.45	4577.01	1.10			Truck	6	N/A	20.40	3.40	5.39	0.90	9.49	1.58			
Greenville Ave Southbound	00:50:00	Car	3113	100.00	7906.70	2.54	1483.05	0.48	4048.56	1.30			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3113	100.00	7923.80	2.55	1485.66	0.48	4057.50	1.30			Truck	8	N/A	17.10	2.14	2.61	0.33	8.94	1.12			
IH 635 Eastbound	00:50:00	Car	3710	100.00	16600.30	4.47	3124.54	0.84	15433.13	4.16			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3710	100.00	16600.30	4.47	3124.54	0.84	15433.13	4.16			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	00:50:00	Car	2672	100.00	8722.00	3.26	527.75	0.20	9345.11	3.50			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2672	100.00	8722.00	3.26	527.75	0.20	9345.11	3.50			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
